Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	84984459	+40232	1028902	+72	81586249	+41083	2369308	2307	253943	3074	1021657989	3052824	334659970	North America
India	43136371	+2039	524413	+65	42597003	+2202	14955	698	30690	373	846354733	602144	1405569356	Asia
Brazil	30780028	+17615	665657	+62	29801225	N/A	313146	8318	142893	3090	63776166	296074	215406479	South America
France	29337985	+22507	147780	N/A	28534231	+36661	655974	1173	447596	2255	271490188	4142002	65545650	Europe
Germany	26082317	+28383	138709	+76	24575600	+49300	1368008	944	309440	1646	122332384	1451349	84288720	Europe
UK	22238715	N/A	177977	N/A	21804498	N/A	256240	188	324378	2596	522526476	7621676	68557945	Europe
Russia	18288740	+5034	378270	+102	17683089	+6288	227381	2300	125220	2590	273400000	1871931	146052359	Europe
S. Korea	17938399	+23442	23911	+26	17322868	+50977	591620	235	349320	466	15804065	307758	51352317	Asia
Italy	17229808	+24521	165918	+91	16206476	+41696	857414	301	285762	2752	219271097	3636679	60294330	Europe
Turkey	15061376	+1264	98921	+3	14958887	+1219	3568	975	175032	1150	161422423	1875934	86049076	Asia
Spain	12238073	N/A	105947	N/A	11620275	N/A	511851	339	261559	2264	471036328	10067267	46788898	Europe
Vietnam	10707568	+1457	43075	N/A	9393101	+3069	1271392	221	108169	435	85813789	866904	98988845	Asia
Argentina	9135308	N/A	128776	N/A	8895999	N/A	110533	300	198692	2801	35716069	776821	45977230	South America
Japan	8552464	+39001	30255	+44	8174421	+43398	347788	101	68013	241	51312250	408059	125747062	Asia
Netherlands	8075194	N/A	22306	N/A	8007672	N/A	45216	36	469316	1296	21107399	1226725	17206307	Europe
Iran	7229741	+159	141271	+9	7032212	+1857	56258	693	84049	1642	51877878	603101	86018593	Asia
Australia	6910453	+46626	8077	+50	6522840	+45180	379536	107	265202	310	71152817	2730622	26057364	Australia/Oceania
Colombia	6099111	N/A	139833	N/A	5930545	N/A	28733	342	117506	2694	34792844	670320	51904798	South America
Indonesia	6052363	+263	156519	+6	5892126	+254	3718	2771	21695	561	98027949	351388	278973499	Asia
Poland	6005436	+336	116268	+13	5335238	+34	553930	981	159006	3078	36276818	960504	37768517	Europe
Mexico	5752441	N/A	324617	N/A	5050420	N/A	377404	4798	43750	2469	15897804	120909	131485198	North America
Ukraine	5009301	N/A	108497	N/A	N/A	N/A	N/A	177	115852	2509	19521252	451475	43238840	Europe
Malaysia	4489503	+2021	35641	+3	4422615	N/A	31247	36	135441	1075	59539583	1796210	33147348	Asia
Thailand	4406755	+5377	29718	+37	4318565	+5775	58472	1496	62837	424	17270775	246268	70129984	Asia
Austria	4231480	+2572	18343	+10	4166123	+9814	47014	54	464833	2015	186327528	20468294	9103227	Europe
Belgium	4134293	N/A	31675	N/A	3979434	N/A	123184	105	353822	2711	33947485	2905303	11684661	Europe
Israel	4120622	+1639	10827	N/A	4094657	+2661	15138	150	441842	1161	41373364	4436346	9326000	Asia
Portugal	4066674	N/A	22583	N/A	N/A	N/A	N/A	61	401025	2227	42241214	4165513	10140699	Europe
South Africa	3926652	+5019	100931	+15	3739543	N/A	86178	192	64671	1662	25049752	412561	60717635	Africa
Czechia	3917980	+326	40265	+1	3875168	+661	2547	6	364585	3747	55361506	5151626	10746414	Europe
Canada	3845946	+1221	40677	+13	3515419	+1746	289850	370	100244	1060	61679093	1607663	38365690	North America
Philippines	3688750	+245	60455	N/A	3626038	+104	2257	480	32839	538	29991597	266997	112329152	Asia
Switzerland	3642604	N/A	13934	N/A	3571955	+5435	56715	71	415165	1588	20991820	2392535	8773881	Europe
Chile	3636993	+6252	57794	+12	3481061	+3294	98138	143	187229	2975	38018667	1957163	19425395	South America
Peru	3575291	+415	213098	+12	N/A	N/A	N/A	189	105661	6298	30420760	899032	33837252	South America
Greece	3417613	+3424	29679	+21	3334940	+2803	52994	156	330935	2874	81808700	7921713	10327148	Europe
Denmark	2979238	N/A	6312	N/A	2964497	+807	8429	11	510963	1083	127377418	21846234	5830635	Europe
Romania	2905859	+320	65651	+4	N/A	N/A	N/A	99	152972	3456	23055391	1213700	18995962	Europe
Sweden	2506607	N/A	18908	N/A	2478858	N/A	8841	7	245315	1850	18573144	1817702	10217923	Europe
DPRK	2460640	+219030	66	+1	1768080	+281350	692494	N/A	94670	3	N/A	N/A	25991686	Asia
Iraq	2327192	+78	25216	N/A	2300754	+121	1222	8	55511	601	18554061	442577	41922756	Asia
Serbia	2014900	+247	16063	+3	1991034	N/A	7803	8	232370	1852	9644475	1112259	8671072	Europe
Bangladesh	1953204	+16	29128	+1	1900747	+172	23329	1259	11641	174	14081640	83929	167780998	Asia
Hungary	1914697	N/A	46446	N/A	1830803	N/A	37448	21	199154	4831	11394556	1185187	9614139	Europe
Slovakia	1788334	+201	20077	+2	1764824	+487	3433	30	327257	3674	7136730	1305987	5464624	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163000	1352	16670254	1603836	10393992	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416435	4229	16920079	4256901	3974741	Asia
Ireland	1551835	N/A	7244	N/A	1521332	N/A	23259	22	307799	1437	12179888	2415823	5041714	Europe
Pakistan	1529709	+70	30379	N/A	1494141	N/A	5189	71	6681	133	28445899	124233	228972697	Asia
Norway	1431233	+107	3094	N/A	N/A	N/A	N/A	20	260171	562	11002430	2000036	5501117	Europe
Kazakhstan	1305686	+3	13661	N/A	1291869	+8	156	24	68005	712	11575012	602869	19199895	Asia
Singapore	1266808	+3775	1374	N/A	1184525	+6191	80909	8	213374	231	23877882	4021850	5937039	Asia
Taiwan	1240884	+84626	1343	+59	131666	+17031	1107875	N/A	51924	56	17038272	712958	23897995	Asia
Hong Kong	1210159	+228	9370	N/A	N/A	N/A	N/A	5	158989	1231	44972952	5908485	7611588	Asia
Morocco	1166530	+153	16075	N/A	1149476	+77	979	293	30914	426	11237010	297788	37734897	Africa
Bulgaria	1163317	+92	37090	+3	1042582	+274	83645	47	169829	5415	9961672	1454275	6849923	Europe
Croatia	1134027	+462	15961	+7	1114626	+571	3440	6	279484	3934	4856461	1196886	4057580	Europe
Cuba	1104935	+44	8529	N/A	1096068	+82	338	23	97664	754	12920253	1142012	11313591	North America
Lebanon	1098503	+71	10417	+1	1085682	+139	2404	186	162312	1539	4795578	708580	6767867	Asia
New Zealand	1094192	+6726	997	+7	1036860	+7118	56335	N/A	218747	199	7153172	1430034	5002100	Australia/Oceania
Finland	1081225	N/A	4406	N/A	N/A	N/A	N/A	21	194572	793	10873312	1956710	5556937	Europe
Lithuania	1061511	+136	9134	+1	1035076	+272	17301	12	400455	3446	9965040	3759309	2650764	Europe
