"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date,Tests/1M pop ,"Country	""Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious""	""Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent"""
Liechtenstein,17260.0,30.0,84.0,,17072.0,2.0,104.0,,450300.0,2191.0,102174.0,2665640.0,38330.0,Europe,2022-05-06,,
San Marino,16623.0,62.0,115.0,,16251.0,76.0,257.0,4.0,488022.0,3376.0,152231.0,4469233.0,34062.0,Europe,2022-05-06,,
Solomon Islands,16441.0,,144.0,,14797.0,,1500.0,1.0,22901.0,201.0,5117.0,7128.0,717920.0,Australia/Oceania,2022-05-06,,
Equatorial Guinea,15910.0,,183.0,,15701.0,,26.0,5.0,10693.0,123.0,317211.0,213195.0,1487892.0,Africa,2022-05-06,,
Djibouti,15631.0,,189.0,,15427.0,,15.0,,15408.0,186.0,305941.0,301574.0,1014481.0,Africa,2022-05-06,,
Grenada,15303.0,165.0,220.0,,14354.0,56.0,729.0,4.0,134847.0,1939.0,153060.0,1348736.0,113484.0,North America,2022-05-06,,
CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2939.0,23.0,81294.0,16309.0,4984528.0,Africa,2022-05-06,,
Bermuda,13832.0,,131.0,,13289.0,,412.0,,223623.0,2118.0,885175.0,14310716.0,61854.0,North America,2022-05-06,,
Dominica,12386.0,225.0,63.0,,12119.0,94.0,204.0,,171276.0,871.0,192785.0,2665869.0,72316.0,North America,2022-05-06,,
Gambia,11995.0,,365.0,,11591.0,,39.0,,4719.0,144.0,155686.0,61251.0,2541750.0,Africa,2022-05-06,,
Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210195.0,369.0,164926.0,2895877.0,56952.0,North America,2022-05-06,,
Monaco,11917.0,19.0,54.0,,11715.0,23.0,148.0,4.0,299761.0,1358.0,54960.0,1382468.0,39755.0,Europe,2022-05-06,,
Yemen,11819.0,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8547.0,31036422.0,Asia,2022-05-06,,
Tonga,10765.0,61.0,11.0,,9609.0,354.0,1145.0,,99766.0,102.0,502224.0,4654403.0,107903.0,Australia/Oceania,2022-05-06,,
Saint Martin,10537.0,,63.0,,1399.0,,9075.0,7.0,264211.0,1580.0,112382.0,2817933.0,39881.0,North America,2022-05-06,,
Samoa,10210.0,,20.0,,1605.0,,8585.0,4.0,50835.0,100.0,73313.0,365025.0,200844.0,Australia/Oceania,2022-05-06,,
Sint Maarten,10065.0,,86.0,,9913.0,,66.0,10.0,229936.0,1965.0,62056.0,1417678.0,43773.0,North America,2022-05-06,,
Caribbean Netherlands,9814.0,10.0,34.0,,9730.0,16.0,50.0,,367951.0,1275.0,30126.0,1129499.0,26672.0,North America,2022-05-06,,
Eritrea,9737.0,2.0,103.0,,9631.0,,3.0,,2677.0,28.0,23693.0,6515.0,3636889.0,Africa,2022-05-06,,
Niger,8957.0,,309.0,,8550.0,,98.0,1.0,347.0,12.0,250880.0,9716.0,25820611.0,Africa,2022-05-06,,
Guinea-Bissau,8213.0,,171.0,,7530.0,,512.0,6.0,3999.0,83.0,135355.0,65908.0,2053707.0,Africa,2022-05-06,,
Comoros,8100.0,,160.0,,7933.0,,7.0,,8963.0,177.0,,,903736.0,Africa,2022-05-06,,
Vanuatu,7734.0,18.0,14.0,,7443.0,181.0,277.0,,24141.0,44.0,24976.0,77960.0,320370.0,Australia/Oceania,2022-05-06,,
Sierra Leone,7682.0,1.0,125.0,,,,,,928.0,15.0,259958.0,31411.0,8275920.0,Africa,2022-05-06,,
Antigua and Barbuda,7663.0,,137.0,,7471.0,,55.0,1.0,77074.0,1378.0,18901.0,190105.0,99424.0,North America,2022-05-06,,
Liberia,7434.0,,294.0,,5747.0,,1393.0,2.0,1409.0,56.0,139824.0,26498.0,5276719.0,Africa,2022-05-06,,
Chad,7412.0,,193.0,,4874.0,,2345.0,,429.0,11.0,191341.0,11064.0,17294209.0,Africa,2022-05-06,,
St. Vincent Grenadines,6791.0,4.0,106.0,,6641.0,,44.0,,60857.0,950.0,99029.0,887444.0,111589.0,North America,2022-05-06,,
British Virgin Islands,6467.0,112.0,62.0,,,,,1.0,211326.0,2026.0,103397.0,3378766.0,30602.0,North America,2022-05-06,,
Turks and Caicos,5995.0,,36.0,,5918.0,,41.0,4.0,151076.0,907.0,497269.0,12531349.0,39682.0,North America,2022-05-06,,
Sao Tome and Principe,5964.0,,73.0,,5884.0,,7.0,,26313.0,322.0,29036.0,128104.0,226659.0,Africa,2022-05-06,,
Saint Kitts and Nevis,5583.0,13.0,43.0,,5521.0,2.0,19.0,,103594.0,798.0,70707.0,1311989.0,53893.0,North America,2022-05-06,,
Cook Islands,5267.0,21.0,1.0,,5072.0,42.0,194.0,,299363.0,57.0,17108.0,972377.0,17594.0,Australia/Oceania,2022-05-06,,
Palau,4732.0,42.0,6.0,,4086.0,43.0,640.0,1.0,259245.0,329.0,47272.0,2589821.0,18253.0,Australia/Oceania,2022-05-06,,
St. Barth,4575.0,,6.0,,,,,,460586.0,604.0,78646.0,7917648.0,9933.0,North America,2022-05-06,,
Kiribati,3089.0,,13.0,,2601.0,,475.0,3.0,25149.0,106.0,,,122827.0,Australia/Oceania,2022-05-06,,
Anguilla,2788.0,,9.0,,2766.0,,13.0,4.0,182820.0,590.0,51382.0,3369311.0,15250.0,North America,2022-05-06,,
Saint Pierre Miquelon,2727.0,,1.0,,2449.0,,277.0,1.0,474922.0,174.0,23545.0,4100488.0,5742.0,North America,2022-05-06,,
Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,2022-05-06,,
Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41743.0,644.0,20508.0,1885620.0,10876.0,Australia/Oceania,2022-05-06,,
Montserrat,452.0,,2.0,,221.0,,229.0,,90436.0,400.0,10135.0,2027811.0,4998.0,North America,2022-05-06,,
Falkland Islands,197.0,,,,,,,,53722.0,,8632.0,2353968.0,3667.0,South America,2022-05-06,,
Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8075.0,665650.0,Asia,2022-05-06,,
Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,2022-05-06,,
Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59926.0,Australia/Oceania,2022-05-06,,
Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624399.0,Africa,2022-05-06,,
MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,2022-05-06,,
Niue,9.0,,,,8.0,,1.0,,5468.0,,,,1646.0,Australia/Oceania,2022-05-06,,
Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117245.0,Australia/Oceania,2022-05-06,,
Nauru,5.0,,,,3.0,,2.0,,457.0,,,,10950.0,Australia/Oceania,2022-05-06,,
Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6110.0,Africa,2022-05-06,,
USA,83567707.0,31143.0,1024525.0,87.0,80930086.0,19355.0,1613096.0,1713.0,249765.0,3062.0,1011322441.0,,334585863.0,North America,2022-05-07,3022610.0,
India,43102508.0,3765.0,524064.0,40.0,42557495.0,3079.0,20949.0,698.0,30677.0,373.0,840693082.0,,1405050791.0,Asia,2022-05-07,598336.0,
Brazil,30558530.0,14622.0,664179.0,36.0,29617164.0,4342.0,277187.0,8318.0,141903.0,3084.0,63776166.0,,215348771.0,South America,2022-05-07,296153.0,
France,28928097.0,37958.0,146670.0,62.0,27624416.0,86540.0,1157011.0,1408.0,441380.0,2238.0,269816888.0,,65540141.0,Europe,2022-05-07,4116819.0,
Germany,25337996.0,48406.0,136914.0,102.0,23206000.0,70500.0,1995082.0,1279.0,300646.0,1625.0,122332384.0,,84278500.0,Europe,2022-05-07,1451525.0,
UK,22114034.0,,176212.0,,21456172.0,,481650.0,253.0,322624.0,2571.0,519264096.0,,68544332.0,Europe,2022-05-07,7575595.0,
Russia,18222219.0,5500.0,376828.0,132.0,17596716.0,8649.0,248675.0,2300.0,124767.0,2580.0,273400000.0,,146049974.0,Europe,2022-05-07,1871962.0,
S. Korea,17504334.0,39552.0,23289.0,83.0,,,,419.0,340879.0,454.0,15804065.0,,51350635.0,Asia,2022-05-07,307768.0,
Italy,16768194.0,40943.0,164417.0,113.0,15471992.0,55691.0,1131785.0,355.0,278090.0,2727.0,215865197.0,,60297717.0,Europe,2022-05-07,3579990.0,
Turkey,15041899.0,1661.0,98837.0,11.0,14939893.0,1843.0,3169.0,975.0,174877.0,1149.0,159752683.0,,86014381.0,Asia,2022-05-07,1857279.0,
Spain,12009059.0,,104869.0,,11467015.0,,437175.0,339.0,256669.0,2241.0,471036328.0,,46788207.0,Europe,2022-05-07,10067416.0,
Vietnam,10673915.0,3345.0,43055.0,,9318525.0,2288.0,1312335.0,473.0,107866.0,435.0,85805012.0,,98955379.0,Asia,2022-05-07,867108.0,
Argentina,9083673.0,,128653.0,,8895999.0,,59021.0,372.0,197637.0,2799.0,35716069.0,,45961382.0,South America,2022-05-07,777089.0,
Netherlands,8059182.0,1482.0,22274.0,4.0,7925872.0,,111036.0,52.0,468425.0,1295.0,21107399.0,,17204861.0,Europe,2022-05-07,1226828.0,
Japan,8023895.0,23615.0,29761.0,35.0,7678842.0,48533.0,315292.0,165.0,63802.0,237.0,49380167.0,,125761807.0,Asia,2022-05-07,392648.0,
Iran,7224701.0,270.0,141165.0,8.0,7002258.0,2549.0,81278.0,916.0,84030.0,1642.0,50914586.0,,85977471.0,Asia,2022-05-07,592185.0,
Australia,6213812.0,44953.0,7495.0,41.0,5874822.0,40147.0,331495.0,131.0,238570.0,288.0,69899724.0,,26046051.0,Australia/Oceania,2022-05-07,2683698.0,
Colombia,6093645.0,,139809.0,,5927076.0,,26760.0,342.0,117447.0,2695.0,34560302.0,,51884064.0,South America,2022-05-07,666106.0,
Indonesia,6048204.0,218.0,156371.0,14.0,5885406.0,307.0,6427.0,2771.0,21689.0,561.0,96169440.0,,278862930.0,Asia,2022-05-07,344863.0,
Poland,6000217.0,704.0,116138.0,14.0,5334901.0,52.0,549178.0,1125.0,158862.0,3075.0,36155458.0,,37770097.0,Europe,2022-05-07,957251.0,
Mexico,5740080.0,,324350.0,,5039624.0,,376106.0,4798.0,43673.0,2468.0,15801675.0,,131433414.0,North America,2022-05-07,120226.0,
Ukraine,5002870.0,,108411.0,,,,,177.0,115676.0,2507.0,19521252.0,,43248837.0,Europe,2022-05-07,451371.0,
Malaysia,4456736.0,1372.0,35579.0,3.0,4397881.0,6791.0,23276.0,86.0,134517.0,1074.0,58902021.0,,33131486.0,Asia,2022-05-07,1777826.0,
Thailand,4316769.0,8450.0,29037.0,58.0,4193895.0,12224.0,93837.0,1496.0,61560.0,414.0,17270775.0,,70123303.0,Asia,2022-05-07,246292.0,
Austria,4177928.0,5168.0,18242.0,14.0,4090144.0,5981.0,69542.0,78.0,459049.0,2004.0,184069396.0,,9101265.0,Europe,2022-05-07,20224595.0,
Israel,4090380.0,2495.0,10741.0,,4052605.0,,27034.0,150.0,438600.0,1152.0,41373364.0,,9326000.0,Asia,2022-05-07,4436346.0,
Belgium,4088336.0,,31552.0,,3884238.0,23093.0,172546.0,124.0,349947.0,2701.0,33714218.0,,11682736.0,Europe,2022-05-07,2885815.0,
Portugal,3935932.0,,22420.0,,,,,61.0,388089.0,2211.0,41541745.0,,10141831.0,Europe,2022-05-07,4096079.0,
Czechia,3912123.0,792.0,40216.0,6.0,3861786.0,1699.0,10121.0,22.0,364066.0,3743.0,55271340.0,,10745656.0,Europe,2022-05-07,5143598.0,
South Africa,3835902.0,8524.0,100516.0,11.0,3676810.0,3540.0,58576.0,192.0,63206.0,1656.0,24654271.0,,60689034.0,Africa,2022-05-07,406239.0,
Canada,3789517.0,2164.0,39740.0,24.0,3479683.0,2820.0,270094.0,468.0,98806.0,1036.0,61161915.0,,38353046.0,North America,2022-05-07,1594708.0,
Philippines,3686866.0,173.0,60439.0,,3622124.0,387.0,4303.0,289.0,32838.0,538.0,29696061.0,,112273356.0,Asia,2022-05-07,264498.0,
Switzerland,3619035.0,,13865.0,,3507621.0,6990.0,97549.0,69.0,412592.0,1581.0,20851897.0,,8771464.0,Europe,2022-05-07,2377242.0,
Chile,3576139.0,3322.0,57629.0,15.0,3443056.0,4415.0,75454.0,175.0,184156.0,2968.0,37312893.0,,19419125.0,South America,2022-05-07,1921451.0,
Peru,3569326.0,300.0,212933.0,20.0,,,,272.0,105540.0,6296.0,30039358.0,,33819679.0,South America,2022-05-07,888221.0,
Greece,3358584.0,4698.0,29369.0,20.0,3256621.0,8348.0,72594.0,210.0,325158.0,2843.0,80528322.0,,10329086.0,Europe,2022-05-07,7796268.0,
Denmark,2971655.0,846.0,6234.0,8.0,2952814.0,1206.0,12607.0,6.0,509730.0,1069.0,127282729.0,,5829856.0,Europe,2022-05-07,21832911.0,
Romania,2898848.0,590.0,65560.0,6.0,2606660.0,,226628.0,169.0,152564.0,3450.0,22827291.0,,19000844.0,Europe,2022-05-07,1201383.0,
Sweden,2503090.0,,18791.0,,2472416.0,,11883.0,16.0,245028.0,1839.0,18534055.0,,10215519.0,Europe,2022-05-07,1814304.0,
Iraq,2325522.0,55.0,25213.0,,2298995.0,129.0,1314.0,10.0,55517.0,602.0,18496907.0,,41888147.0,Asia,2022-05-07,441579.0,
Serbia,2009677.0,428.0,16024.0,5.0,1981836.0,983.0,11817.0,24.0,231732.0,1848.0,9537555.0,,8672412.0,Europe,2022-05-07,1099758.0,
Bangladesh,1952776.0,10.0,29127.0,,1897263.0,217.0,26386.0,1273.0,11643.0,174.0,14007248.0,,167718285.0,Asia,2022-05-07,83517.0,
Hungary,1903200.0,,46266.0,,1808061.0,,48873.0,40.0,197939.0,4812.0,11355462.0,,9615074.0,Europe,2022-05-07,1181006.0,
Slovakia,1784899.0,489.0,19968.0,7.0,1753692.0,1443.0,11239.0,41.0,326634.0,3654.0,7112210.0,,5464524.0,Europe,2022-05-07,1301524.0,
Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163060.0,1352.0,16670254.0,,10390120.0,Asia,2022-05-07,1604433.0,
Georgia,1655221.0,,16811.0,,1637293.0,,1117.0,,416404.0,4229.0,16920079.0,,3975033.0,Asia,2022-05-07,4256588.0,
Pakistan,1528690.0,36.0,30372.0,,1494141.0,,4177.0,105.0,6681.0,133.0,28228518.0,,228808361.0,Asia,2022-05-07,123372.0,
Ireland,1523568.0,1205.0,7131.0,,1474040.0,,42397.0,35.0,302319.0,1415.0,12101379.0,,5039605.0,Europe,2022-05-07,2401255.0,
Norway,1427956.0,166.0,3006.0,,,,,20.0,259652.0,547.0,11002430.0,,5499497.0,Europe,2022-05-07,2000625.0,
Kazakhstan,1305584.0,11.0,13661.0,,1291359.0,107.0,564.0,24.0,68030.0,712.0,11575012.0,,19191306.0,Asia,2022-05-07,603138.0,
Singapore,1215499.0,3162.0,1350.0,4.0,1147296.0,,66853.0,5.0,204792.0,227.0,23767171.0,,5935281.0,Asia,2022-05-07,4004389.0,
Hong Kong,1206319.0,278.0,9344.0,,,,,5.0,158533.0,1228.0,44972952.0,,7609264.0,Asia,2022-05-07,5910289.0,
Morocco,1165206.0,55.0,16070.0,,1148856.0,76.0,280.0,293.0,30892.0,426.0,11237010.0,,37718167.0,Africa,2022-05-07,297920.0,
Bulgaria,1159150.0,201.0,36966.0,1.0,989234.0,205.0,132950.0,78.0,169172.0,5395.0,9883745.0,,6851913.0,Europe,2022-05-07,1442480.0,
Croatia,1127336.0,835.0,15881.0,7.0,1106025.0,765.0,5430.0,16.0,277769.0,3913.0,4810816.0,,4058543.0,Europe,2022-05-07,1185355.0,
Cuba,1103876.0,123.0,8527.0,,1094698.0,144.0,651.0,23.0,97569.0,754.0,12920253.0,,11313854.0,North America,2022-05-07,1141985.0,
Lebanon,1097492.0,102.0,10398.0,2.0,1083698.0,244.0,3396.0,186.0,162134.0,1536.0,4795578.0,,6769030.0,Asia,2022-05-07,708459.0,
Lithuania,1059561.0,196.0,9118.0,2.0,1029136.0,710.0,21307.0,20.0,399502.0,3438.0,8262024.0,,2652206.0,Europe,2022-05-07,3115152.0,
Finland,1052767.0,,4150.0,,46000.0,,1002617.0,21.0,189462.0,747.0,10773620.0,,5556609.0,Europe,2022-05-07,1938884.0,
Tunisia,1040712.0,,28566.0,,,,,29.0,86388.0,2371.0,4584296.0,,12046910.0,Africa,2022-05-07,380537.0,
Slovenia,1015458.0,749.0,6611.0,3.0,997423.0,1050.0,11424.0,18.0,488327.0,3179.0,2651574.0,,2079465.0,Europe,2022-05-07,1275123.0,
New Zealand,984218.0,6838.0,808.0,11.0,930155.0,7119.0,53255.0,,196761.0,162.0,7099152.0,,5002100.0,Australia/Oceania,2022-05-07,1419234.0,
Belarus,982331.0,493.0,6969.0,3.0,928536.0,,46826.0,,104021.0,738.0,13202907.0,,9443585.0,Europe,2022-05-07,1398082.0,
Nepal,978925.0,11.0,11952.0,,966768.0,21.0,205.0,,32518.0,397.0,5652267.0,,30104047.0,Asia,2022-05-07,187758.0,
Bolivia,905355.0,83.0,21925.0,1.0,861403.0,474.0,22027.0,220.0,75655.0,1832.0,2705422.0,,11966944.0,South America,2022-05-07,226075.0,
UAE,900026.0,191.0,2302.0,,883975.0,235.0,13749.0,,89015.0,228.0,157058072.0,,10110992.0,Asia,2022-05-07,15533399.0,
Uruguay,899723.0,,7210.0,,888557.0,,3956.0,18.0,257361.0,2062.0,6091188.0,,3495954.0,South America,2022-05-07,1742354.0,
Ecuador,870526.0,,35598.0,,,,,759.0,47996.0,1963.0,2470170.0,,18137568.0,South America,2022-05-07,136191.0,
Costa Rica,857290.0,,8421.0,,836721.0,,12148.0,42.0,165500.0,1626.0,4291131.0,,5179991.0,North America,2022-05-07,828405.0,
Guatemala,849417.0,610.0,17698.0,15.0,829325.0,516.0,2394.0,5.0,45847.0,955.0,4495103.0,,18527230.0,North America,2022-05-07,242621.0,
Latvia,824046.0,,5789.0,,812244.0,,6013.0,7.0,445981.0,3133.0,7196647.0,,1847717.0,Europe,2022-05-07,3894886.0,
Azerbaijan,792618.0,11.0,9709.0,,782849.0,3.0,60.0,,76894.0,942.0,6832323.0,,10307886.0,Asia,2022-05-07,662825.0,
Panama,786856.0,2672.0,8192.0,1.0,766098.0,871.0,12566.0,16.0,177214.0,1845.0,5931178.0,,4440139.0,North America,2022-05-07,1335809.0,
Saudi Arabia,755076.0,234.0,9099.0,,742451.0,103.0,3526.0,55.0,21083.0,254.0,41966629.0,,35814628.0,Asia,2022-05-07,1171773.0,
Sri Lanka,663533.0,13.0,16509.0,2.0,646141.0,3.0,883.0,,30749.0,765.0,6486117.0,,21578994.0,Asia,2022-05-07,300576.0,
Paraguay,649718.0,,18872.0,,624673.0,,6173.0,2.0,89072.0,2587.0,2633737.0,,7294269.0,South America,2022-05-07,361069.0,
Kuwait,631701.0,,2555.0,,628486.0,,660.0,3.0,143989.0,582.0,8038329.0,,4387151.0,Asia,2022-05-07,1832244.0,
Myanmar,613049.0,32.0,19434.0,,591947.0,19.0,1668.0,,11130.0,353.0,8016849.0,,55083164.0,Asia,2022-05-07,145541.0,
Palestine,581940.0,,5353.0,,576242.0,,345.0,17.0,109382.0,1006.0,3078533.0,,5320253.0,Asia,2022-05-07,578644.0,
Dominican Republic,579743.0,,4376.0,,574987.0,,380.0,1.0,52471.0,396.0,3288872.0,,11048728.0,North America,2022-05-07,297670.0,
Estonia,572434.0,,2548.0,,511857.0,,58029.0,3.0,430991.0,1918.0,3329716.0,,1328182.0,Europe,2022-05-07,2506973.0,
Bahrain,572082.0,641.0,1477.0,,566702.0,350.0,3903.0,1.0,315948.0,816.0,9746082.0,,1810684.0,Asia,2022-05-07,5382542.0,
Venezuela,522672.0,47.0,5709.0,,515899.0,19.0,1064.0,230.0,18477.0,202.0,3359014.0,,28287224.0,South America,2022-05-07,118747.0,
Moldova,516986.0,,11489.0,,504142.0,,1355.0,49.0,128711.0,2860.0,3216305.0,,4016657.0,Europe,2022-05-07,800742.0,
Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4869.0,232.0,3693367.0,,105896697.0,Africa,2022-05-07,34877.0,
Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71255.0,913.0,2477219.0,,7043769.0,Africa,2022-05-07,351689.0,
Cyprus,477711.0,3444.0,1032.0,12.0,124370.0,,352309.0,60.0,390419.0,843.0,9477138.0,,1223584.0,Asia,2022-05-07,7745392.0,
Ethiopia,470730.0,26.0,7510.0,,455724.0,,7496.0,4.0,3916.0,62.0,4810790.0,,120218287.0,Africa,2022-05-07,40017.0,
Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139195.0,645.0,4030048.0,,3375735.0,Asia,2022-05-07,1193828.0,
Honduras,423879.0,,10895.0,,132358.0,,280626.0,105.0,41576.0,1069.0,1359869.0,,10195375.0,North America,2022-05-07,133381.0,
Armenia,422877.0,,8622.0,,412026.0,,2229.0,,142217.0,2900.0,3059332.0,,2973467.0,Asia,2022-05-07,1028877.0,
Réunion,398115.0,,756.0,,383424.0,,13935.0,10.0,438884.0,833.0,1603660.0,,907107.0,Africa,2022-05-07,1767884.0,
Oman,389126.0,,4258.0,,384243.0,,625.0,4.0,72785.0,796.0,25000000.0,,5346274.0,Asia,2022-05-07,4676154.0,
Bosnia and Herzegovina,377276.0,47.0,15768.0,,192218.0,,169290.0,,116330.0,4862.0,1762038.0,,3243156.0,Europe,2022-05-07,543310.0,
Qatar,365058.0,77.0,677.0,,363817.0,68.0,564.0,2.0,130015.0,241.0,3461921.0,,2807805.0,Asia,2022-05-07,1232963.0,
Kenya,323868.0,22.0,5649.0,,318055.0,,164.0,,5788.0,101.0,3613499.0,,55957091.0,Africa,2022-05-07,64576.0,
Zambia,320099.0,63.0,3982.0,2.0,315576.0,77.0,541.0,1.0,16556.0,206.0,3438434.0,,19333908.0,Africa,2022-05-07,177845.0,
Taiwan,312910.0,44463.0,907.0,11.0,33607.0,1289.0,278396.0,,13094.0,38.0,15265197.0,,23896351.0,Asia,2022-05-07,638809.0,
North Macedonia,310140.0,,9284.0,,300208.0,,648.0,,148876.0,4457.0,2027591.0,,2083216.0,Europe,2022-05-07,973298.0,
Botswana,305859.0,,2688.0,,303026.0,,145.0,1.0,125390.0,1102.0,2026898.0,,2439257.0,Africa,2022-05-07,830949.0,
Albania,275310.0,44.0,3496.0,,271529.0,49.0,285.0,2.0,95860.0,1217.0,1811203.0,,2871997.0,Europe,2022-05-07,630642.0,
Algeria,265794.0,3.0,6875.0,,178362.0,1.0,80557.0,6.0,5866.0,152.0,230861.0,,45312520.0,Africa,2022-05-07,5095.0,
Nigeria,255766.0,,3143.0,,249914.0,,2709.0,11.0,1186.0,15.0,5075820.0,,215567413.0,Africa,2022-05-07,23546.0,
Zimbabwe,248269.0,55.0,5476.0,3.0,242008.0,32.0,785.0,12.0,16267.0,359.0,2272070.0,,15262300.0,Africa,2022-05-07,148868.0,
Luxembourg,241160.0,,1068.0,,231818.0,,8274.0,1.0,374022.0,1656.0,4238251.0,,644775.0,Europe,2022-05-07,6573225.0,
Uzbekistan,238695.0,35.0,1637.0,,236797.0,13.0,261.0,23.0,6946.0,48.0,1377915.0,,34364560.0,Asia,2022-05-07,40097.0,
Montenegro,235726.0,82.0,2717.0,,232390.0,76.0,619.0,6.0,375233.0,4325.0,2459066.0,,628213.0,Europe,2022-05-07,3914383.0,
Mozambique,225419.0,10.0,2201.0,,223163.0,,55.0,13.0,6858.0,67.0,1316128.0,,32871115.0,Africa,2022-05-07,40039.0,
China,219296.0,351.0,5166.0,13.0,204155.0,1878.0,9975.0,587.0,152.0,4.0,160000000.0,,1439323776.0,Asia,2022-05-07,111163.0,
Laos,208535.0,167.0,749.0,1.0,7660.0,,200126.0,,27915.0,100.0,1232128.0,,7470438.0,Asia,2022-05-07,164934.0,
Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29897.0,445.0,1907195.0,,6722872.0,Asia,2022-05-07,283688.0,
Iceland,185961.0,,119.0,,75685.0,,110157.0,,538501.0,345.0,2264004.0,,345331.0,Europe,2022-05-07,6556040.0,
Maldives,179171.0,,298.0,,163687.0,,15186.0,25.0,321028.0,534.0,2213831.0,,558116.0,Asia,2022-05-07,3966614.0,
Afghanistan,178923.0,4.0,7684.0,,161936.0,12.0,9303.0,1124.0,4413.0,190.0,945304.0,,40546229.0,Asia,2022-05-07,23314.0,
Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3389.0,74.0,2612795.0,,48406028.0,Africa,2022-05-07,53977.0,
El Salvador,162089.0,,4128.0,,150662.0,,7299.0,8.0,24759.0,631.0,1950448.0,,6546623.0,North America,2022-05-07,297932.0,
Ghana,161222.0,,1445.0,,159746.0,,31.0,1.0,4996.0,45.0,2438745.0,,32269963.0,Africa,2022-05-07,75573.0,
Namibia,159136.0,84.0,4026.0,,153662.0,,1448.0,,60604.0,1533.0,1011757.0,,2625835.0,Africa,2022-05-07,385309.0,
Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408971.0,2471.0,828928.0,,374728.0,North America,2022-05-07,2212079.0,
Trinidad and Tobago,151235.0,754.0,3847.0,2.0,137933.0,,9455.0,18.0,107422.0,2733.0,714919.0,,1407854.0,North America,2022-05-07,507808.0,
Brunei,142627.0,162.0,218.0,,141673.0,75.0,736.0,,320357.0,490.0,717784.0,,445212.0,Asia,2022-05-07,1612230.0,
Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350106.0,2134.0,938039.0,,400250.0,North America,2022-05-07,2343633.0,
Cambodia,136262.0,2.0,3056.0,,133177.0,5.0,29.0,,7947.0,178.0,2956510.0,,17146073.0,Asia,2022-05-07,172431.0,
Jamaica,130934.0,147.0,2975.0,2.0,84278.0,128.0,43681.0,,43864.0,997.0,1013520.0,,2985027.0,North America,2022-05-07,339535.0,
Rwanda,129847.0,11.0,1459.0,,45522.0,,82866.0,,9587.0,108.0,5301631.0,,13544677.0,Africa,2022-05-07,391418.0,
Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4314.0,69.0,1751774.0,,27765188.0,Africa,2022-05-07,63092.0,
Angola,99194.0,,1900.0,,97149.0,,145.0,,2854.0,55.0,1499795.0,,34752438.0,Africa,2022-05-07,43157.0,
Malta,92729.0,132.0,708.0,,88728.0,230.0,3293.0,4.0,208984.0,1596.0,1894267.0,,443714.0,Europe,2022-05-07,4269117.0,
DRC,87023.0,,1337.0,,50930.0,,34756.0,,920.0,14.0,846704.0,,94584899.0,Africa,2022-05-07,8952.0,
Senegal,86012.0,,1966.0,,84034.0,4.0,12.0,,4899.0,112.0,1073970.0,,17558090.0,Africa,2022-05-07,61167.0,
Malawi,85811.0,11.0,2634.0,,82072.0,,1105.0,67.0,4282.0,131.0,576216.0,,20042081.0,Africa,2022-05-07,28750.0,
Ivory Coast,81970.0,,799.0,,81150.0,,21.0,,2972.0,29.0,1505495.0,,27583606.0,Africa,2022-05-07,54579.0,
French Guiana,80859.0,,395.0,,11254.0,,69210.0,2.0,258363.0,1262.0,627211.0,,312967.0,South America,2022-05-07,2004080.0,
Suriname,79393.0,,1328.0,,49402.0,,28663.0,,133135.0,2227.0,236066.0,,596335.0,South America,2022-05-07,395861.0,
Channel Islands,74865.0,,172.0,,73987.0,,706.0,,423394.0,973.0,1252808.0,,176821.0,Europe,2022-05-07,7085177.0,
