"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date,Tests/1M pop ,"Country	""Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious""	""Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent"""
Finland,1081225.0,,4406.0,,,,,21.0,194573.0,793.0,10873312.0,1956718.0,5556914.0,"Europe,,",2022-05-20,,
Lithuania,1061375.0,129.0,9133.0,1.0,1034804.0,369.0,17438.0,12.0,400388.0,3445.0,9965040.0,3759163.0,2650867.0,"Europe,,",2022-05-20,,
Tunisia,1041789.0,,28628.0,,,,,29.0,86446.0,2376.0,4607327.0,382310.0,12051300.0,"Africa,,",2022-05-20,,
Slovenia,1021965.0,411.0,6628.0,,1008162.0,742.0,7175.0,8.0,491453.0,3187.0,2660890.0,1279596.0,2079476.0,"Europe,,",2022-05-20,,
Belarus,982867.0,,6978.0,,,,,,104079.0,739.0,13220483.0,1399960.0,9443475.0,"Europe,,",2022-05-20,,
Nepal,979051.0,11.0,11952.0,,966950.0,12.0,149.0,,32502.0,397.0,5681987.0,188628.0,30122684.0,"Asia,,",2022-05-20,,
Bolivia,906743.0,146.0,21943.0,,865071.0,268.0,19729.0,220.0,75735.0,1833.0,2705422.0,225968.0,11972600.0,"South America,,",2022-05-20,,
UAE,904093.0,362.0,2302.0,,887924.0,378.0,13867.0,,89379.0,228.0,160076074.0,15825245.0,10115235.0,"Asia,,",2022-05-20,,
Uruguay,902540.0,,7213.0,,892434.0,,2893.0,18.0,258136.0,2063.0,6114822.0,1748901.0,3496380.0,"South America,,",2022-05-20,,
Costa Rica,877533.0,,8472.0,,848035.0,,21026.0,38.0,169354.0,1635.0,4487906.0,866117.0,5181642.0,"North America,,",2022-05-20,,
Ecuador,873609.0,,35613.0,,,,,759.0,48140.0,1962.0,2470170.0,136119.0,18147089.0,"South America,,",2022-05-20,,
Guatemala,854891.0,,17892.0,,834528.0,,2471.0,5.0,46113.0,965.0,4585934.0,247367.0,18539018.0,"North America,,",2022-05-20,,
Latvia,826856.0,121.0,5813.0,,818257.0,305.0,2786.0,7.0,447680.0,3147.0,7235935.0,3917707.0,1846982.0,"Europe,,",2022-05-20,,
Panama,824917.0,3417.0,8216.0,5.0,787412.0,3601.0,29289.0,16.0,185685.0,1849.0,6107957.0,1374875.0,4442553.0,"North America,,",2022-05-20,,
Azerbaijan,792707.0,12.0,9710.0,,782945.0,9.0,52.0,,76879.0,942.0,6867409.0,666019.0,10311129.0,"Asia,,",2022-05-20,,
Saudi Arabia,762164.0,540.0,9127.0,3.0,746525.0,512.0,6512.0,80.0,21269.0,255.0,42232307.0,1178557.0,35833899.0,"Asia,,",2022-05-20,,
Sri Lanka,663741.0,6.0,16512.0,,646933.0,3.0,296.0,,30754.0,765.0,6486117.0,300531.0,21582176.0,"Asia,,",2022-05-20,,
Paraguay,650283.0,354.0,18885.0,4.0,624673.0,,6725.0,4.0,89112.0,2588.0,2633737.0,360915.0,7297380.0,"South America,,",2022-05-20,,
Kuwait,632474.0,,2555.0,,629392.0,,527.0,3.0,144091.0,582.0,8088043.0,1842633.0,4389395.0,"Asia,,",2022-05-20,,
Myanmar,613203.0,17.0,19434.0,,592166.0,36.0,1603.0,,11130.0,353.0,8125576.0,147480.0,55096098.0,"Asia,,",2022-05-20,,
Palestine,582246.0,,5355.0,,576764.0,,127.0,17.0,109353.0,1006.0,3078533.0,578185.0,5324477.0,"Asia,,",2022-05-20,,
Dominican Republic,581044.0,,4377.0,,576006.0,,661.0,1.0,52571.0,396.0,3317138.0,300123.0,11052589.0,"North America,,",2022-05-20,,
Bahrain,580346.0,414.0,1480.0,,574154.0,657.0,4712.0,4.0,320139.0,816.0,9808414.0,5410655.0,1812796.0,"Asia,,",2022-05-20,,
Estonia,575046.0,,2561.0,,516588.0,,55897.0,4.0,432947.0,1928.0,3357306.0,2527686.0,1328213.0,"Europe,,",2022-05-20,,
Venezuela,523238.0,64.0,5716.0,1.0,516432.0,23.0,1090.0,230.0,18499.0,202.0,3359014.0,118759.0,28284375.0,"South America,,",2022-05-20,,
Moldova,517753.0,,11503.0,,504142.0,,2108.0,49.0,128912.0,2864.0,3216305.0,800808.0,4016326.0,"Europe,,",2022-05-20,,
Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4866.0,232.0,3693367.0,34854.0,105965357.0,"Africa,,",2022-05-20,,
Libya,501904.0,,6430.0,,490973.0,,4501.0,101.0,71221.0,912.0,2477219.0,351524.0,7047088.0,"Africa,,",2022-05-20,,
Cyprus,477711.0,,1032.0,,124370.0,,352309.0,60.0,390320.0,843.0,9477138.0,7743418.0,1223896.0,"Asia,,",2022-05-20,,
Ethiopia,471227.0,82.0,7512.0,,455810.0,1.0,7905.0,6.0,3916.0,62.0,4859987.0,40392.0,120319739.0,"Africa,,",2022-05-20,,
Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139118.0,645.0,4030048.0,1193165.0,3377611.0,"Asia,,",2022-05-20,,
Honduras,424771.0,,10896.0,,132401.0,,281474.0,105.0,41640.0,1068.0,1369816.0,134283.0,10200974.0,"North America,,",2022-05-20,,
Armenia,422917.0,,8623.0,,412071.0,,2223.0,,142221.0,2900.0,3078174.0,1035146.0,2973663.0,"Asia,,",2022-05-20,,
RÃÂ©union,411363.0,,770.0,,403795.0,,6798.0,10.0,453375.0,849.0,1603660.0,1767442.0,907334.0,"Africa,,",2022-05-20,,
Oman,389473.0,,4260.0,,384669.0,,544.0,2.0,72786.0,796.0,25000000.0,4672109.0,5350902.0,"Asia,,",2022-05-20,,
Bosnia and Herzegovina,377709.0,32.0,15783.0,,,,,,116489.0,4868.0,1771319.0,546293.0,3242435.0,"Europe,,",2022-05-20,,
Qatar,366851.0,127.0,677.0,,365125.0,92.0,1049.0,,130654.0,241.0,3504704.0,1248201.0,2807805.0,"Asia,,",2022-05-20,,
Kenya,324175.0,46.0,5649.0,,318245.0,21.0,281.0,,5789.0,101.0,3644852.0,65088.0,55999258.0,"Africa,,",2022-05-20,,
Zambia,320945.0,,3984.0,,316263.0,,698.0,1.0,16584.0,206.0,3461971.0,178892.0,19352266.0,"Africa,,",2022-05-20,,
North Macedonia,311113.0,,9296.0,,301275.0,,542.0,,149343.0,4462.0,2040024.0,979268.0,2083213.0,"Europe,,",2022-05-20,,
Botswana,306614.0,,2692.0,,303619.0,,303.0,1.0,125613.0,1103.0,2026898.0,830374.0,2440947.0,"Africa,,",2022-05-20,,
Albania,275732.0,,3497.0,,271975.0,,260.0,2.0,96011.0,1218.0,1819846.0,633676.0,2871885.0,"Europe,,",2022-05-20,,
Algeria,265847.0,6.0,6875.0,,178381.0,5.0,80591.0,6.0,5863.0,152.0,230861.0,5092.0,45340682.0,"Africa,,",2022-05-20,,
Nigeria,255924.0,,3143.0,,249977.0,,2804.0,11.0,1186.0,15.0,5152011.0,23880.0,215749436.0,"Africa,,",2022-05-20,,
Zimbabwe,250469.0,263.0,5489.0,2.0,242906.0,91.0,2074.0,12.0,16403.0,359.0,2305149.0,150959.0,15269989.0,"Africa,,",2022-05-20,,
Luxembourg,244182.0,,1073.0,,235939.0,,7170.0,,378496.0,1663.0,4248188.0,6584939.0,645137.0,"Europe,,",2022-05-20,,
Uzbekistan,238868.0,13.0,1637.0,,237107.0,21.0,124.0,23.0,6948.0,48.0,1377915.0,40077.0,34381796.0,"Asia,,",2022-05-20,,
Montenegro,236630.0,61.0,2719.0,,233238.0,,673.0,6.0,376670.0,4328.0,2468757.0,3929790.0,628216.0,"Europe,,",2022-05-20,,
Mozambique,225557.0,11.0,2201.0,,223279.0,5.0,77.0,13.0,6855.0,67.0,1322377.0,40191.0,32902339.0,"Africa,,",2022-05-20,,
China,222775.0,193.0,5218.0,,212651.0,309.0,4906.0,280.0,155.0,4.0,160000000.0,111163.0,1439323776.0,"Asia,,",2022-05-20,,
Laos,209658.0,11.0,754.0,,,,,,28051.0,101.0,1232128.0,164851.0,7474189.0,"Asia,,",2022-05-20,,
Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29880.0,445.0,1907195.0,283526.0,6726698.0,"Asia,,",2022-05-20,,
Iceland,186969.0,,153.0,,,,,,541296.0,443.0,1925385.0,5574202.0,345410.0,"Europe,,",2022-05-20,,
Afghanistan,179669.0,55.0,7697.0,2.0,162604.0,3.0,9368.0,1124.0,4428.0,190.0,956413.0,23570.0,40577445.0,"Asia,,",2022-05-20,,
Maldives,179560.0,,298.0,,163687.0,,15575.0,25.0,321531.0,534.0,2213831.0,3964214.0,558454.0,"Asia,,",2022-05-20,,
Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3386.0,74.0,2612795.0,53919.0,48457584.0,"Africa,,",2022-05-20,,
El Salvador,162089.0,,4130.0,,150662.0,,7297.0,8.0,24755.0,631.0,1950448.0,297879.0,6547783.0,"North America,,",2022-05-20,,
Ghana,161325.0,,1445.0,,159826.0,,54.0,1.0,4996.0,45.0,2445003.0,75713.0,32293048.0,"Africa,,",2022-05-20,,
Namibia,160640.0,,4031.0,,153662.0,,2947.0,,61139.0,1534.0,1022171.0,389032.0,2627471.0,"Africa,,",2022-05-20,,
Trinidad and Tobago,157363.0,423.0,3890.0,4.0,144433.0,644.0,9040.0,18.0,111762.0,2763.0,734926.0,521959.0,1408015.0,"North America,,",2022-05-20,,
Martinique,153253.0,,926.0,,104.0,,152223.0,8.0,408982.0,2471.0,828928.0,2212138.0,374718.0,"North America,,",2022-05-20,,
Brunei,146044.0,261.0,221.0,,144057.0,437.0,1766.0,,327923.0,496.0,717784.0,1611690.0,445361.0,"Asia,,",2022-05-20,,
Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350104.0,2134.0,938039.0,2343615.0,400253.0,"North America,,",2022-05-20,,
Cambodia,136262.0,,3056.0,,133201.0,3.0,5.0,,7943.0,178.0,2964029.0,172786.0,17154294.0,"Asia,,",2022-05-20,,
Jamaica,133904.0,366.0,3021.0,3.0,85779.0,115.0,45104.0,,44852.0,1012.0,1051098.0,352069.0,2985485.0,"North America,,",2022-05-20,,
Rwanda,129956.0,11.0,1459.0,,45522.0,,82975.0,,9587.0,108.0,5375002.0,396500.0,13556115.0,"Africa,,",2022-05-20,,
Cameroon,119780.0,,1927.0,,117791.0,,62.0,13.0,4310.0,69.0,1751774.0,63039.0,27788730.0,"Africa,,",2022-05-20,,
Angola,99194.0,,1900.0,,97149.0,,145.0,,2851.0,55.0,1499795.0,43111.0,34788922.0,"Africa,,",2022-05-20,,
Malta,93912.0,69.0,716.0,,90785.0,136.0,2411.0,4.0,211630.0,1614.0,1911579.0,4307735.0,443755.0,"Europe,,",2022-05-20,,
DRC,87633.0,,1338.0,,50930.0,,35365.0,,926.0,14.0,846704.0,8943.0,94682048.0,"Africa,,",2022-05-20,,
Senegal,86063.0,5.0,1966.0,,84079.0,6.0,18.0,,4897.0,112.0,1085969.0,61795.0,17573817.0,"Africa,,",2022-05-20,,
Malawi,85918.0,9.0,2637.0,,82793.0,5.0,488.0,67.0,4283.0,131.0,580658.0,28946.0,20059697.0,"Africa,,",2022-05-20,,
French Guiana,82313.0,,397.0,,11254.0,,70662.0,1.0,262777.0,1267.0,635980.0,2030309.0,313243.0,"South America,,",2022-05-20,,
Ivory Coast,82044.0,10.0,799.0,,81213.0,9.0,32.0,,2972.0,29.0,1513880.0,54837.0,27606877.0,"Africa,,",2022-05-20,,
Suriname,80240.0,,1339.0,,49466.0,,29435.0,,134513.0,2245.0,236652.0,396720.0,596522.0,"South America,,",2022-05-20,,
Barbados,78448.0,310.0,436.0,1.0,73585.0,105.0,4427.0,,272354.0,1514.0,677714.0,2352871.0,288037.0,"North America,,",2022-05-20,,
Channel Islands,75767.0,,176.0,,74979.0,,612.0,,428357.0,995.0,1252808.0,7082893.0,176878.0,"Europe,,",2022-05-20,,
French Polynesia,72858.0,11.0,649.0,,,,,7.0,256576.0,2286.0,,,283963.0,"Australia/Oceania,,",2022-05-20,,
Eswatini,72097.0,73.0,1404.0,,70057.0,126.0,636.0,11.0,60956.0,1187.0,1023802.0,865601.0,1182765.0,"Africa,,",2022-05-20,,
Fiji,64841.0,,862.0,,62931.0,,1048.0,,71358.0,949.0,520908.0,573266.0,908667.0,"Australia/Oceania,,",2022-05-20,,
Madagascar,64276.0,,1393.0,,59370.0,,3513.0,6.0,2214.0,48.0,435827.0,15013.0,29029951.0,"Africa,,",2022-05-20,,
Guyana,64174.0,92.0,1231.0,2.0,62412.0,12.0,531.0,,80855.0,1551.0,617052.0,777444.0,793693.0,"South America,,",2022-05-20,,
Sudan,62211.0,,4937.0,,,,,,1359.0,108.0,562941.0,12298.0,45775011.0,"Africa,,",2022-05-20,,
New Caledonia,61514.0,,312.0,,60620.0,,582.0,9.0,211634.0,1073.0,98964.0,340478.0,290662.0,"Australia/Oceania,,",2022-05-20,,
Bhutan,59574.0,,21.0,,59509.0,,44.0,,75640.0,27.0,2303734.0,2925027.0,787594.0,"Asia,,",2022-05-20,,
Mauritania,58972.0,33.0,982.0,,57755.0,17.0,235.0,,12086.0,201.0,822696.0,168602.0,4879526.0,"Africa,,",2022-05-20,,
Belize,58419.0,87.0,677.0,,56886.0,25.0,856.0,6.0,142067.0,1646.0,555252.0,1350298.0,411207.0,"North America,,",2022-05-20,,
Cabo Verde,56156.0,15.0,401.0,,55663.0,23.0,92.0,23.0,98980.0,707.0,400982.0,706764.0,567349.0,"Africa,,",2022-05-20,,
Syria,55877.0,2.0,3150.0,,52581.0,11.0,146.0,,3053.0,172.0,146269.0,7993.0,18300297.0,"Asia,,",2022-05-20,,
Gabon,47608.0,,304.0,,47297.0,,7.0,,20481.0,131.0,1594523.0,685959.0,2324518.0,"Africa,,",2022-05-20,,
Papua New Guinea,44394.0,,651.0,,43726.0,,17.0,7.0,4791.0,70.0,249149.0,26889.0,9265851.0,"Australia/Oceania,,",2022-05-20,,
Seychelles,43729.0,494.0,167.0,,43040.0,487.0,522.0,,439518.0,1679.0,,,99493.0,"Africa,,",2022-05-20,,
CuraÃÂ§ao,43522.0,505.0,276.0,1.0,42622.0,419.0,624.0,3.0,263202.0,1669.0,496693.0,3003780.0,165356.0,"North America,,",2022-05-20,,
Andorra,42572.0,,153.0,,41757.0,,662.0,14.0,549330.0,1974.0,249838.0,3223799.0,77498.0,"Europe,,",2022-05-20,,
Burundi,41606.0,,38.0,,,,,,3313.0,3.0,345742.0,27534.0,12556801.0,"Africa,,",2022-05-20,,
Mauritius,37955.0,25.0,996.0,,36289.0,15.0,670.0,,29751.0,781.0,358675.0,281151.0,1275739.0,"Africa,,",2022-05-20,,
Mayotte,37523.0,,187.0,,2964.0,,34372.0,,131569.0,656.0,176919.0,620342.0,285196.0,"Africa,,",2022-05-20,,
Togo,37039.0,5.0,273.0,,36740.0,,26.0,,4285.0,32.0,737414.0,85312.0,8643687.0,"Africa,,",2022-05-20,,
Guinea,36597.0,,442.0,,36113.0,,42.0,8.0,2651.0,32.0,660107.0,47824.0,13802769.0,"Africa,,",2022-05-20,,
Aruba,36316.0,623.0,213.0,,35808.0,609.0,295.0,,337450.0,1979.0,177885.0,1652914.0,107619.0,"North America,,",2022-05-20,,
Tanzania,35354.0,,840.0,,,,,7.0,562.0,13.0,,,62934127.0,"Africa,,",2022-05-20,,
Faeroe Islands,34658.0,,28.0,,,,,5.0,704259.0,569.0,778000.0,15809152.0,49212.0,"Europe,,",2022-05-20,,
Bahamas,34148.0,88.0,810.0,,32567.0,14.0,771.0,,85303.0,2023.0,233473.0,583225.0,400314.0,"North America,,",2022-05-20,,
Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15137.0,321.0,431221.0,198335.0,2174202.0,"Africa,,",2022-05-20,,
Mali,31048.0,5.0,734.0,,30144.0,,170.0,,1454.0,34.0,678495.0,31783.0,21347814.0,"Africa,,",2022-05-20,,
Haiti,30746.0,12.0,835.0,,29651.0,8.0,260.0,,2636.0,72.0,132422.0,11353.0,11664059.0,"North America,,",2022-05-20,,
Isle of Man,28416.0,,105.0,,26794.0,,1517.0,,330880.0,1223.0,150753.0,1755391.0,85880.0,"Europe,,",2022-05-20,,
Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2119.0,13.0,604310.0,47507.0,12720434.0,"Africa,,",2022-05-20,,
Somalia,26521.0,,1350.0,,13182.0,,11989.0,,1586.0,81.0,400466.0,23941.0,16727156.0,"Africa,,",2022-05-20,,
Saint Lucia,24873.0,93.0,368.0,,23651.0,73.0,854.0,1.0,134299.0,1987.0,143281.0,773630.0,185206.0,"North America,,",2022-05-20,,
Cayman Islands,24477.0,,28.0,,8553.0,,15896.0,1.0,364382.0,417.0,222773.0,3316358.0,67174.0,"North America,,",2022-05-20,,
Congo,24079.0,,385.0,,20178.0,,3516.0,,4171.0,67.0,347815.0,60243.0,5773555.0,"Africa,,",2022-05-20,,
Timor-Leste,22890.0,,131.0,,22748.0,,11.0,,16761.0,96.0,265125.0,194133.0,1365685.0,"Asia,,",2022-05-20,,
Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,949.0,17.0,248995.0,11328.0,21981299.0,"Africa,,",2022-05-20,,
Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2730.0,33.0,,,6772845.0,"North America,,",2022-05-20,,
Gibraltar,18273.0,,102.0,,16579.0,,1592.0,,542676.0,3029.0,534283.0,15867278.0,33672.0,"Europe,,",2022-05-20,,
Solomon Islands,18174.0,,146.0,,16357.0,,1671.0,2.0,25292.0,203.0,5117.0,7121.0,718567.0,"Australia/Oceania,,",2022-05-20,,
South Sudan,17573.0,22.0,138.0,,13514.0,,3921.0,1.0,1536.0,12.0,395064.0,34532.0,11440645.0,"Africa,,",2022-05-20,,
Liechtenstein,17392.0,15.0,84.0,,17248.0,1.0,60.0,,453696.0,2191.0,102174.0,2665362.0,38334.0,"Europe,,",2022-05-20,,
Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1749.0,12.0,,,9940600.0,"Asia,,",2022-05-20,,
Grenada,17146.0,85.0,223.0,,15792.0,195.0,1131.0,4.0,151061.0,1965.0,161503.0,1422884.0,113504.0,"North America,,",2022-05-20,,
San Marino,16991.0,139.0,115.0,,16680.0,226.0,196.0,4.0,498782.0,3376.0,152231.0,4468839.0,34065.0,"Europe,,",2022-05-20,,
Equatorial Guinea,15910.0,,183.0,,15704.0,,23.0,5.0,10680.0,123.0,320949.0,215451.0,1489664.0,"Africa,,",2022-05-20,,
Djibouti,15631.0,,189.0,,15427.0,,15.0,,15400.0,186.0,305941.0,301410.0,1015031.0,"Africa,,",2022-05-20,,
CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2937.0,23.0,81294.0,16299.0,4987744.0,"Africa,,",2022-05-20,,
Bermuda,14442.0,,137.0,,13945.0,,360.0,,233519.0,2215.0,903163.0,14603654.0,61845.0,"North America,,",2022-05-20,,
Dominica,13116.0,,63.0,,12465.0,,588.0,,181356.0,871.0,196777.0,2720846.0,72322.0,"North America,,",2022-05-20,,
Samoa,12382.0,331.0,25.0,1.0,1605.0,,10752.0,4.0,61634.0,124.0,98999.0,492790.0,200895.0,"Australia/Oceania,,",2022-05-20,,
Monaco,12035.0,,54.0,,11922.0,,59.0,4.0,302653.0,1358.0,54960.0,1382120.0,39765.0,"Europe,,",2022-05-20,,
Gambia,11999.0,,365.0,,11591.0,,43.0,,4716.0,143.0,155686.0,61189.0,2544357.0,"Africa,,",2022-05-20,,
Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210183.0,369.0,164926.0,2895725.0,56955.0,"North America,,",2022-05-20,,
Yemen,11819.0,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8540.0,31061607.0,"Asia,,",2022-05-20,,
Tonga,11394.0,,11.0,,10693.0,,690.0,,105550.0,102.0,535009.0,4956127.0,107949.0,"Australia/Oceania,,",2022-05-20,,
Saint Martin,10602.0,,63.0,,1399.0,,9140.0,7.0,265668.0,1579.0,112382.0,2816097.0,39907.0,"North America,,",2022-05-20,,
Sint Maarten,10189.0,,86.0,,10068.0,,35.0,10.0,232668.0,1964.0,62056.0,1417062.0,43792.0,"North America,,",2022-05-20,,
Caribbean Netherlands,9986.0,,35.0,,9886.0,,65.0,,374260.0,1312.0,30126.0,1129076.0,26682.0,"North America,,",2022-05-20,,
Eritrea,9753.0,2.0,103.0,,9640.0,7.0,10.0,,2680.0,28.0,23693.0,6511.0,3638767.0,"Africa,,",2022-05-20,,
Niger,9031.0,,310.0,,8628.0,,93.0,1.0,349.0,12.0,254538.0,9845.0,25854333.0,"Africa,,",2022-05-20,,
Vanuatu,8659.0,,14.0,,8287.0,,358.0,,27005.0,44.0,24976.0,77893.0,320645.0,"Australia/Oceania,,",2022-05-20,,
Guinea-Bissau,8242.0,2.0,171.0,,8011.0,,60.0,6.0,4010.0,83.0,137100.0,66699.0,2055491.0,"Africa,,",2022-05-20,,
Comoros,8100.0,,160.0,,7933.0,,7.0,,8956.0,177.0,,,904446.0,"Africa,,",2022-05-20,,
Antigua and Barbuda,7910.0,,138.0,,7597.0,,175.0,1.0,79533.0,1388.0,18901.0,190046.0,99455.0,"North America,,",2022-05-20,,
Sierra Leone,7682.0,,125.0,,,,,,928.0,15.0,259958.0,31388.0,8282137.0,"Africa,,",2022-05-20,,
Liberia,7455.0,,294.0,,5747.0,,1414.0,2.0,1412.0,56.0,139824.0,26475.0,5281279.0,"Africa,,",2022-05-20,,
Chad,7415.0,,193.0,,4874.0,,2348.0,,428.0,11.0,191341.0,11052.0,17312311.0,"Africa,,",2022-05-20,,
St. Vincent Grenadines,6834.0,9.0,106.0,,6641.0,,87.0,,61235.0,950.0,99379.0,890469.0,111603.0,"North America,,",2022-05-20,,
British Virgin Islands,6690.0,,62.0,,,,,1.0,218556.0,2025.0,103895.0,3394152.0,30610.0,"North America,,",2022-05-20,,
Turks and Caicos,6097.0,,36.0,,6026.0,,35.0,4.0,153569.0,907.0,512050.0,12897335.0,39702.0,"North America,,",2022-05-20,,
Sao Tome and Principe,5973.0,,73.0,,5897.0,,3.0,,26334.0,322.0,29036.0,128016.0,226815.0,"Africa,,",2022-05-20,,
Saint Kitts and Nevis,5654.0,11.0,43.0,,5560.0,,51.0,,104884.0,798.0,70707.0,1311648.0,53907.0,"North America,,",2022-05-20,,
Cook Islands,5543.0,35.0,1.0,,5433.0,32.0,109.0,,315051.0,57.0,18004.0,1023303.0,17594.0,"Australia/Oceania,,",2022-05-20,,
Palau,4967.0,31.0,6.0,,4240.0,40.0,721.0,1.0,272075.0,329.0,51089.0,2798477.0,18256.0,"Australia/Oceania,,",2022-05-20,,
St. Barth,4611.0,,6.0,,,,,,464163.0,604.0,78646.0,7916851.0,9934.0,"North America,,",2022-05-20,,
Anguilla,3116.0,,9.0,,3042.0,,65.0,4.0,204261.0,590.0,51382.0,3368207.0,15255.0,"North America,,",2022-05-20,,
Kiribati,3098.0,,13.0,,2602.0,,483.0,3.0,25208.0,106.0,,,122897.0,"Australia/Oceania,,",2022-05-20,,
Saint Pierre Miquelon,2748.0,,1.0,,2449.0,,298.0,1.0,478662.0,174.0,23787.0,4143355.0,5741.0,"North America,,",2022-05-20,,
Falkland Islands,1512.0,,,,,,,,411877.0,,8632.0,2351403.0,3671.0,"South America,,",2022-05-20,,
Montserrat,886.0,25.0,4.0,,651.0,99.0,231.0,,177271.0,800.0,12010.0,2402961.0,4998.0,"North America,,",2022-05-20,,
Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,"N/A,,",2022-05-20,,
Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41770.0,644.0,20508.0,1886834.0,10869.0,"Australia/Oceania,,",2022-05-20,,
Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8071.0,665989.0,"Asia,,",2022-05-20,,
Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,"Europe,,",2022-05-20,,
Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59941.0,"Australia/Oceania,,",2022-05-20,,
Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624963.0,"Africa,,",2022-05-20,,
MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,"N/A,,",2022-05-20,,
Niue,9.0,,,,9.0,,0.0,,5464.0,,,,1647.0,"Australia/Oceania,,",2022-05-20,,
Nauru,8.0,,,,5.0,,3.0,,730.0,,,,10952.0,"Australia/Oceania,,",2022-05-20,,
Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117292.0,"Australia/Oceania,,",2022-05-20,,
Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6111.0,"Africa,,",2022-05-20,,
USA,84984459.0,40232.0,1028902.0,72.0,81586249.0,41083.0,2369308.0,2307.0,253943.0,3074.0,1021657989.0,3052824.0,334659970.0,"North America,,",2022-05-21,,
India,43136371.0,2039.0,524413.0,65.0,42597003.0,2202.0,14955.0,698.0,30690.0,373.0,846354733.0,602144.0,1405569356.0,"Asia,,",2022-05-21,,
Brazil,30780028.0,17615.0,665657.0,62.0,29801225.0,,313146.0,8318.0,142893.0,3090.0,63776166.0,296074.0,215406479.0,"South America,,",2022-05-21,,
France,29337985.0,22507.0,147780.0,,28534231.0,36661.0,655974.0,1173.0,447596.0,2255.0,271490188.0,4142002.0,65545650.0,"Europe,,",2022-05-21,,
Germany,26082317.0,28383.0,138709.0,76.0,24575600.0,49300.0,1368008.0,944.0,309440.0,1646.0,122332384.0,1451349.0,84288720.0,"Europe,,",2022-05-21,,
UK,22238715.0,,177977.0,,21804498.0,,256240.0,188.0,324378.0,2596.0,522526476.0,7621676.0,68557945.0,"Europe,,",2022-05-21,,
Russia,18288740.0,5034.0,378270.0,102.0,17683089.0,6288.0,227381.0,2300.0,125220.0,2590.0,273400000.0,1871931.0,146052359.0,"Europe,,",2022-05-21,,
S. Korea,17938399.0,23442.0,23911.0,26.0,17322868.0,50977.0,591620.0,235.0,349320.0,466.0,15804065.0,307758.0,51352317.0,"Asia,,",2022-05-21,,
Italy,17229808.0,24521.0,165918.0,91.0,16206476.0,41696.0,857414.0,301.0,285762.0,2752.0,219271097.0,3636679.0,60294330.0,"Europe,,",2022-05-21,,
Turkey,15061376.0,1264.0,98921.0,3.0,14958887.0,1219.0,3568.0,975.0,175032.0,1150.0,161422423.0,1875934.0,86049076.0,"Asia,,",2022-05-21,,
Spain,12238073.0,,105947.0,,11620275.0,,511851.0,339.0,261559.0,2264.0,471036328.0,10067267.0,46788898.0,"Europe,,",2022-05-21,,
Vietnam,10707568.0,1457.0,43075.0,,9393101.0,3069.0,1271392.0,221.0,108169.0,435.0,85813789.0,866904.0,98988845.0,"Asia,,",2022-05-21,,
Argentina,9135308.0,,128776.0,,8895999.0,,110533.0,300.0,198692.0,2801.0,35716069.0,776821.0,45977230.0,"South America,,",2022-05-21,,
Japan,8552464.0,39001.0,30255.0,44.0,8174421.0,43398.0,347788.0,101.0,68013.0,241.0,51312250.0,408059.0,125747062.0,"Asia,,",2022-05-21,,
Netherlands,8075194.0,,22306.0,,8007672.0,,45216.0,36.0,469316.0,1296.0,21107399.0,1226725.0,17206307.0,"Europe,,",2022-05-21,,
Iran,7229741.0,159.0,141271.0,9.0,7032212.0,1857.0,56258.0,693.0,84049.0,1642.0,51877878.0,603101.0,86018593.0,"Asia,,",2022-05-21,,
Australia,6910453.0,46626.0,8077.0,50.0,6522840.0,45180.0,379536.0,107.0,265202.0,310.0,71152817.0,2730622.0,26057364.0,"Australia/Oceania,,",2022-05-21,,
