Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent	Date
USA	83088537	46262.0	1020918.0	141.0	80685812.0	30287.0	1381807.0	1576.0	248356.0	3052.0	1005457441.0	3005366.0	334554103.0	North America	2022-05-01
India	43079188	3324.0	523843.0	40.0	42536253.0	2876.0	19092.0	698.0	30665.0	373.0	837442023.0	596117.0	1404828550.0	Asia	2022-05-01
Brazil	30448236	15194.0	663551.0	67.0	29519204.0	11647.0	265481.0	8318.0	141407.0	3082.0	63776166.0	296187.0	215324039.0	South America	2022-05-01
France	28645285	49482.0	145930.0	61.0	26801506.0	107496.0	1697849.0	1677.0	437080.0	2227.0	266484045.0	4066113.0	65537780.0	Europe	2022-05-01
Germany	24761600	57003.0	135900.0	106.0	22307900.0	80300.0	2317800.0	1446.0	293822.0	1613.0	122332384.0	1451601.0	84274119.0	Europe	2022-05-01
UK	22038340		174912.0		21168267.0		695161.0	302.0	321547.0	2552.0	517337635.0	7548132.0	68538498.0	Europe	2022-05-01
Russia	18182354	7363.0	375884.0	157.0	17539985.0	11022.0	266485.0	2300.0	124495.0	2574.0	273400000.0	1871975.0	146048952.0	Europe	2022-05-01
S. Korea	17237878	43262.0	22794.0	70.0				490.0	335694.0	444.0	15804065.0	307772.0	51349914.0	Asia	2022-05-01
Italy	16464034	54436.0	163507.0	130.0	15070314.0	71625.0	1230213.0	366.0	273039.0	2712.0	213773683.0	3545218.0	60299169.0	Europe	2022-05-01
Turkey	15032093	1772.0	98771.0	11.0	14927975.0		5347.0	975.0	174793.0	1149.0	159024414.0	1849132.0	85999512.0	Asia	2022-05-01
Spain	11896152		104456.0		11389694.0		402002.0	339.0	254257.0	2233.0	471036328.0	10067479.0	46787912.0	Europe	2022-05-01
Vietnam	10649809	5109.0	43041.0	3.0	9262255.0	16727.0	1344513.0	475.0	107638.0	435.0	85798077.0	867164.0	98941036.0	Asia	2022-05-01
Argentina	9082649	1304.0	128640.0	16.0	8895999.0		58010.0	372.0	197644.0	2799.0	35716069.0	777204.0	45954590.0	South America	2022-05-01
Netherlands	8048728	1596.0	22249.0	6.0	7811564.0		214915.0	66.0	467834.0	1293.0	21107399.0	1226872.0	17204241.0	Europe	2022-05-01
Japan	7850252	36403.0	29548.0	42.0	7402570.0	46281.0	418134.0	171.0	62418.0	235.0	48679214.0	387055.0	125768126.0	Asia	2022-05-01
Iran	7221653	532.0	141083.0	11.0	6983502.0	3019.0	97068.0	996.0	84012.0	1641.0	50914586.0	592307.0	85959848.0	Asia	2022-05-01
Colombia	6092667	264.0	139797.0	4.0	5926476.0	460.0	26394.0	342.0	117449.0	2695.0	34465052.0	664384.0	51875179.0	South America	2022-05-01
Indonesia	6046796	329.0	156257.0	17.0	5882660.0	598.0	7879.0	2771.0	21687.0	560.0	95495775.0	342505.0	278815543.0	Asia	2022-05-01
Poland	5996514	842.0	116059.0	17.0	5334680.0	61.0	545775.0	1321.0	158761.0	3073.0	36092285.0	955561.0	37770774.0	Europe	2022-05-01
Australia	5928306	39258.0	7223.0	34.0	5591247.0	37502.0	329836.0	139.0	227651.0	277.0	69334180.0	2662480.0	26041202.0	Australia/Oceania	2022-05-01
Mexico	5738769	958.0	324294.0	40.0	5038150.0	677.0	376325.0	4798.0	43670.0	2468.0	15801675.0	120246.0	131411221.0	North America	2022-05-01
Ukraine	5001919	200.0	108407.0	16.0				177.0	115643.0	2506.0	19521252.0	451326.0	43253122.0	Europe	2022-05-01
Malaysia	4448004	2107.0	35547.0	5.0	4366951.0	6890.0	45506.0	69.0	134281.0	1073.0	58730151.0	1773002.0	33124688.0	Asia	2022-05-01
Thailand	4250949	12888.0	28529.0	126.0	4070856.0	17105.0	151564.0	1496.0	60624.0	407.0	17270775.0	246302.0	70120440.0	Asia	2022-05-01
Austria	4140543	5199.0	18156.0	18.0	4042540.0	7931.0	79847.0	87.0	454984.0	1995.0	183002443.0	20109222.0	9100424.0	Europe	2022-05-01
Israel	4076111	1992.0	10695.0		4042243.0	3850.0	23173.0	220.0	437070.0	1147.0	41373364.0	4436346.0	9326000.0	Asia	2022-05-01
Belgium	4056448		31439.0		3788323.0		236686.0	150.0	347242.0	2691.0	33531891.0	2870411.0	11681911.0	Europe	2022-05-01
Czechia	3905100	1433.0	40155.0	8.0	3849141.0	4336.0	15804.0	29.0	363423.0	3737.0	55199677.0	5137085.0	10745331.0	Europe	2022-05-01
Portugal	3853800		22280.0					61.0	379972.0	2197.0	41278379.0	4069916.0	10142317.0	Europe	2022-05-01
South Africa	3791925	6527.0	100363.0	3.0	3648831.0	2590.0	42731.0	192.0	62494.0	1654.0	24475485.0	403375.0	60676777.0	Africa	2022-05-01
Canada	3749083	2799.0	39243.0	13.0	3454966.0	3158.0	254874.0	468.0	97766.0	1023.0	60871310.0	1587355.0	38347627.0	North America	2022-05-01
Philippines	3685642	239.0	60341.0	36.0	3618137.0	1428.0	7164.0	289.0	32834.0	538.0	29565513.0	263391.0	112249444.0	Asia	2022-05-01
Switzerland	3602489		13859.0		3459053.0		129577.0	87.0	410754.0	1580.0	20767523.0	2367903.0	8770428.0	Europe	2022-05-01
Peru	3565253	695.0	212824.0	14.0				301.0	105443.0	6294.0	29846819.0	882725.0	33812147.0	South America	2022-05-01
Chile	3558631	2298.0	57527.0	18.0	3413427.0	6497.0	87677.0	221.0	183279.0	2963.0	37001758.0	1905692.0	19416438.0	South America	2022-05-01
Greece	3323922	6497.0	29153.0	39.0	3212923.0	3827.0	81846.0	239.0	321776.0	2822.0	79829956.0	7728035.0	10329916.0	Europe	2022-05-01
Denmark	2966047	843.0	6158.0	9.0	2941761.0	1304.0	18128.0	13.0	508798.0	1056.0	127218115.0	21823075.0	5829523.0	Europe	2022-05-01
Romania	2893876	887.0	65487.0	9.0	2606660.0		221729.0	198.0	152286.0	3446.0	22702071.0	1194661.0	19002936.0	Europe	2022-05-01
Sweden	2500917		18739.0		2469149.0	1071.0	13029.0	21.0	244840.0	1835.0	18513445.0	1812469.0	10214488.0	Europe	2022-05-01
Iraq	2325092	110.0	25211.0		2297747.0	201.0	2134.0	20.0	55527.0	602.0	18478198.0	441288.0	41873314.0	Asia	2022-05-01
Serbia	2006353	521.0	15991.0	7.0	1975636.0	2889.0	14726.0	23.0	231334.0	1844.0	9487930.0	1093963.0	8672986.0	Europe	2022-05-01
Bangladesh	1952691	17.0	29127.0		1895404.0	258.0	28160.0	1297.0	11645.0	174.0	13990466.0	83430.0	167691408.0	Asia	2022-05-01
Hungary	1901017		46201.0		1804295.0		50521.0	41.0	197704.0	4805.0	11339446.0	1179291.0	9615474.0	Europe	2022-05-01
Slovakia	1780955	933.0	19905.0	14.0	1743306.0	915.0	17744.0	70.0	325915.0	3643.0	7088924.0	1297273.0	5464480.0	Europe	2022-05-01
Jordan	1694216		14048.0		1678941.0		1227.0	124.0	163086.0	1352.0	16670254.0	1604689.0	10388461.0	Asia	2022-05-01
Georgia	1655098	153.0	16807.0		1637037.0	237.0	1254.0		416360.0	4228.0	16908154.0	4253455.0	3975158.0	Asia	2022-05-01
Pakistan	1528412	65.0	30371.0		1494141.0		3900.0	131.0	6682.0	133.0	28156480.0	123095.0	228737931.0	Asia	2022-05-01
Ireland	1517112		7087.0		1452338.0	5232.0	57687.0	37.0	301092.0	1407.0	12063637.0	2394195.0	5038702.0	Europe	2022-05-01
Norway	1426013	204.0	2932.0					20.0	259332.0	533.0	11002430.0	2000877.0	5498803.0	Europe	2022-05-01
Kazakhstan	1305533	12.0	13660.0		1291066.0	11.0	807.0	24.0	68040.0	712.0	11575012.0	603254.0	19187625.0	Asia	2022-05-01
Hong Kong	1204210	363.0	9308.0	10.0				115.0	158276.0	1223.0	44972952.0	5911063.0	7608268.0	Asia	2022-05-01
Singapore	1197908	2141.0	1335.0	1.0	1132574.0	2562.0	63999.0	6.0	201854.0	225.0	23712995.0	3995768.0	5934528.0	Asia	2022-05-01
Morocco	1164953	46.0	16069.0		1148474.0	38.0	410.0	293.0	30892.0	426.0	11237010.0	297977.0	37710997.0	Africa	2022-05-01
Bulgaria	1156729	263.0	36913.0	2.0	978145.0	41.0	141671.0	82.0	168797.0	5387.0	9848912.0	1437217.0	6852765.0	Europe	2022-05-01
Croatia	1122459	797.0	15828.0	6.0	1100854.0	1032.0	5777.0	24.0	276539.0	3900.0	4786857.0	1179332.0	4058956.0	Europe	2022-05-01
Cuba	1102941	191.0	8526.0		1093508.0	261.0	907.0	23.0	97485.0	754.0	12920253.0	1141974.0	11313967.0	North America	2022-05-01
Lebanon	1096955	101.0	10386.0	2.0	1081770.0	378.0	4799.0	186.0	162043.0	1534.0	4795578.0	708406.0	6769529.0	Asia	2022-05-01
Lithuania	1058206	515.0	9094.0	2.0	1023740.0	1220.0	25372.0	35.0	398898.0	3428.0	8247311.0	3108880.0	2652824.0	Europe	2022-05-01
Tunisia	1040193		28550.0					29.0	86360.0	2370.0	4572976.0	379661.0	12044884.0	Africa	2022-05-01
Finland	1023013		3939.0		46000.0		973074.0	24.0	184112.0	709.0	10720282.0	1929334.0	5556468.0	Europe	2022-05-01
Slovenia	1010078	968.0	6592.0		990337.0	1319.0	13149.0	23.0	485740.0	3170.0	2646122.0	1272504.0	2079461.0	Europe	2022-05-01
Belarus	980345	436.0	6947.0	4.0	928536.0		44862.0		103810.0	736.0	13157373.0	1393253.0	9443636.0	Europe	2022-05-01
Nepal	978810	4.0	11951.0		966629.0	17.0	230.0		32524.0	397.0	5636303.0	187281.0	30095444.0	Asia	2022-05-01
New Zealand	930969	7122.0	702.0	6.0	877888.0	7966.0	52379.0		186116.0	140.0	7078901.0	1415186.0	5002100.0	Australia/Oceania	2022-05-01
Bolivia	904974	91.0	21919.0	5.0	858434.0	381.0	24621.0	220.0	75639.0	1832.0	2699040.0	225591.0	11964333.0	South America	2022-05-01
UAE	898571	261.0	2302.0		881831.0	315.0	14438.0		88888.0	228.0	155925308.0	15424354.0	10109033.0	Asia	2022-05-01
Uruguay	895775		7197.0		886654.0		1924.0	18.0	256246.0	2059.0	6091188.0	1742452.0	3495757.0	South America	2022-05-01
Ecuador	869696	247.0	35598.0	4.0				759.0	47962.0	1963.0	2470170.0	136224.0	18133173.0	South America	2022-05-01
Costa Rica	852074		8405.0		832853.0		10816.0	45.0	164518.0	1623.0	4291131.0	828527.0	5179229.0	North America	2022-05-01
Guatemala	846546	678.0	17584.0	18.0	826602.0	621.0	2360.0	5.0	45705.0	949.0	4454022.0	240475.0	18521789.0	North America	2022-05-01
Latvia	822013		5760.0		808909.0		7344.0	11.0	444799.0	3117.0	7174863.0	3882382.0	1848057.0	Europe	2022-05-01
Azerbaijan	792562	4.0	9709.0		782761.0	17.0	92.0		76900.0	942.0	6814486.0	661190.0	10306390.0	Asia	2022-05-01
Panama	776420	932.0	8184.0		762170.0	501.0	6066.0	8.0	174908.0	1844.0	5873370.0	1323122.0	4439024.0	North America	2022-05-01
Saudi Arabia	754011	90.0	9088.0	2.0	741673.0	133.0	3250.0	45.0	21058.0	254.0	41892775.0	1170002.0	35805734.0	Asia	2022-05-01
Sri Lanka	663362	33.0	16504.0		646125.0	4.0	733.0		30743.0	765.0	6486117.0	300596.0	21577526.0	Asia	2022-05-01
Paraguay	649455		18870.0		624673.0		5912.0	2.0	89054.0	2587.0	2623300.0	359709.0	7292833.0	South America	2022-05-01
Kuwait	631409		2555.0		628090.0		764.0	8.0	143956.0	583.0	8007805.0	1825717.0	4386115.0	Asia	2022-05-01
Myanmar	612883	19.0	19434.0		591812.0	18.0	1637.0		11128.0	353.0	7954939.0	144433.0	55077194.0	Asia	2022-05-01
Palestine	581940		5353.0		576242.0		345.0	17.0	109422.0	1007.0	3078533.0	578856.0	5318304.0	Asia	2022-05-01
Dominican Republic	579248		4376.0		574601.0		271.0	6.0	52435.0	396.0	3274131.0	296383.0	11046946.0	North America	2022-05-01
Estonia	572193	276.0	2539.0	1.0	511039.0	689.0	58615.0	3.0	430814.0	1912.0	3326696.0	2504727.0	1328167.0	Europe	2022-05-01
