Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent	Date
USA	84836597	109153.0	1028497.0	257.0	81493442.0	44865.0	2314658.0	2269.0	253509.0	3073.0	1020873035.0	3050575.0	334649383.0	North America	2022-05-19
India	43131822	2259.0	524323.0	20.0	42592455.0	2614.0	15044.0	698.0	30688.0	373.0	845404172.0	601499.0	1405495275.0	Asia	2022-05-19
Brazil	30752226	10415.0	665491.0	115.0	29746640.0		340095.0	8318.0	142769.0	3090.0	63776166.0	296085.0	215398235.0	South America	2022-05-19
France	29291146	27842.0	147715.0	67.0	28448155.0	52839.0	695276.0	1173.0	446887.0	2254.0	271490188.0	4142051.0	65544863.0	Europe	2022-05-19
Germany	26013283	56446.0	138488.0	139.0	24425500.0	126500.0	1449295.0	944.0	308627.0	1643.0	122332384.0	1451375.0	84287260.0	Europe	2022-05-19
UK	22232377	4882.0	177890.0	169.0	21774064.0	39871.0	280423.0	188.0	324295.0	2595.0	522526476.0	7621893.0	68556000.0	Europe	2022-05-19
Russia	18278617	4927.0	378072.0	97.0	17670628.0	5952.0	229917.0	2300.0	125151.0	2589.0	273400000.0	1871936.0	146052019.0	Europe	2022-05-19
S. Korea	17889849	28105.0	23842.0	40.0	17251847.0	37740.0	614160.0	274.0	348376.0	464.0	15804065.0	307759.0	51352076.0	Asia	2022-05-19
Italy	17178456	30567.0	165738.0	108.0	16119286.0	90017.0	893432.0	308.0	284908.0	2749.0	218805421.0	3628926.0	60294814.0	Europe	2022-05-19
Turkey	15060112	1485.0	98918.0	4.0	14957668.0	1389.0	3526.0	975.0	175028.0	1150.0	161284037.0	1874434.0	86044120.0	Asia	2022-05-19
Spain	12218460	19613.0	105846.0	102.0	11609708.0	10566.0	502906.0	339.0	261141.0	2262.0	471036328.0	10067288.0	46788799.0	Europe	2022-05-19
Vietnam	10704524	1716.0	43073.0	1.0	9382881.0	9587.0	1278570.0	333.0	108144.0	435.0	85813173.0	866939.0	98984064.0	Asia	2022-05-19
Argentina	9135308		128776.0		8895999.0		110533.0	300.0	198702.0	2801.0	35716069.0	776859.0	45974966.0	South America	2022-05-19
Japan	8474651	41527.0	30175.0	53.0	8096825.0	45571.0	347651.0	110.0	67393.0	240.0	50996891.0	405545.0	125749168.0	Asia	2022-05-19
