Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent	Date
USA	82789716	42541.0	1019008.0	290.0	80547402.0	40542.0	1223306.0	1457.0	247486.0	3046.0	1002304891.0	2996227.0	334522343.0	North America	2022-04-26
India	43065666	3569.0	522374.0	151.0	42525563.0	2252.0	17729.0	698.0	30660.0	372.0	835974079.0	595166.0	1404606308.0	Asia	2022-04-26
Brazil	30378061	22142.0	662941.0	164.0	29411813.0		303307.0	8318.0	141097.0	3079.0	63776166.0	296221.0	215299307.0	South America	2022-04-26
France	28415413	97498.0	145427.0	170.0	26245214.0	161753.0	2024772.0	1677.0	433589.0	2219.0	266484045.0	4066260.0	65535419.0	Europe	2022-04-26
Germany	24363379	135699.0	135124.0	307.0	21665200.0	240000.0	2563055.0	1980.0	289112.0	1603.0	122332384.0	1451676.0	84269739.0	Europe	2022-04-26
UK	21994809	16611.0	174144.0	451.0	21028336.0	73261.0	792329.0	321.0	320939.0	2541.0	516236032.0	7532700.0	68532664.0	Europe	2022-04-26
Russia	18151895	7107.0	375237.0	176.0	17495382.0	11899.0	281276.0	2300.0	124287.0	2569.0	273400000.0	1871988.0	146047929.0	Europe	2022-04-26
S. Korea	17009865	80301.0	22325.0	82.0				613.0	331259.0	435.0	15804065.0	307776.0	51349193.0	Asia	2022-04-26
Italy	16191323	29575.0	162927.0	146.0	14793420.0	37462.0	1234976.0	409.0	268510.0	2702.0	212013319.0	3515939.0	60300620.0	Europe	2022-04-26
Turkey	15023662	2511.0	98720.0	14.0	14903420.0	14425.0	21522.0	975.0	174725.0	1148.0	158505155.0	1843412.0	85984643.0	Asia	2022-04-26
Spain	11833457	11856.0	104227.0	79.0	11347449.0	24219.0	381781.0	339.0	252919.0	2228.0	471036328.0	10067543.0	46787616.0	Europe	2022-04-26
Vietnam	10620203	8431.0	43029.0	8.0	9116225.0	23465.0	1460949.0	620.0	107354.0	435.0	85792898.0	867237.0	98926693.0	Asia	2022-04-26
Argentina	9072230		128542.0		8895999.0		47689.0	372.0	197446.0	2798.0	35716069.0	777318.0	45947798.0	South America	2022-04-26
Netherlands	8042469	1896.0	22234.0	6.0	7731657.0	25013.0	288578.0	77.0	467487.0	1292.0	21107399.0	1226916.0	17203621.0	Europe	2022-04-26
Japan	7688507	28495.0	29344.0	36.0	7223164.0	44416.0	435999.0	200.0	61129.0	233.0	46888808.0	372801.0	125774445.0	Asia	2022-04-26
Iran	7218424	1307.0	141024.0	28.0	6972286.0	2816.0	105114.0	997.0	83992.0	1641.0	50914586.0	592428.0	85942224.0	Asia	2022-04-26
Colombia	6091753	202.0	139783.0	3.0	5925390.0	350.0	26580.0	342.0	117451.0	2695.0	34407374.0	663386.0	51866293.0	South America	2022-04-26
Indonesia	6045043	576.0	156163.0	30.0	5879141.0	4058.0	9739.0	2771.0	21685.0	560.0	95155820.0	341344.0	278768157.0	Asia	2022-04-26
Poland	5992820	1356.0	115977.0	29.0	5334439.0	59.0	542404.0	1588.0	158660.0	3070.0	36049225.0	954404.0	37771451.0	Europe	2022-04-26
Australia	5756477	36350.0	7069.0	67.0	5402976.0	49943.0	346432.0	141.0	221094.0	272.0	68924815.0	2647253.0	26036353.0	Australia/Oceania	2022-04-26
Mexico	5733925	140.0	324134.0	5.0	5034909.0	482.0	374882.0	4798.0	43641.0	2467.0	15767876.0	120009.0	131389028.0	North America	2022-04-26
Ukraine	4999172	655.0	108343.0	14.0				177.0	115568.0	2505.0	19521252.0	451281.0	43257407.0	Europe	2022-04-26
Malaysia	4436912	3361.0	35520.0	13.0	4339521.0	9484.0	61871.0	101.0	133973.0	1073.0	58469707.0	1765502.0	33117890.0	Asia	2022-04-26
Thailand	4194684	13816.0	28022.0	120.0	3999541.0	21072.0	167121.0	1496.0	59824.0	400.0	17270775.0	246312.0	70117577.0	Asia	2022-04-26
Austria	4114558	5588.0	18076.0	22.0	4008005.0	9227.0	88477.0	111.0	452170.0	1986.0	182179543.0	20020647.0	9099583.0	Europe	2022-04-26
Israel	4066021	3743.0	10694.0	21.0	4026872.0	4259.0	28455.0	220.0	435988.0	1147.0	41373364.0	4436346.0	9326000.0	Asia	2022-04-26
Belgium	4036113		31382.0		3759930.0	20016.0	244801.0	156.0	345525.0	2687.0	33531891.0	2870614.0	11681086.0	Europe	2022-04-26
Czechia	3898409	2255.0	40110.0	10.0	3841869.0	1108.0	16430.0	39.0	362811.0	3733.0	55140253.0	5131709.0	10745007.0	Europe	2022-04-26
Portugal	3791744		22162.0					61.0	373836.0	2185.0	41060137.0	4048205.0	10142802.0	Europe	2022-04-26
South Africa	3769927	5062.0	100348.0	15.0	3635429.0	983.0	34150.0	175.0	62144.0	1654.0	24370285.0	401722.0	60664519.0	Africa	2022-04-26
Canada	3714127	7240.0	38901.0	54.0	3440493.0	8549.0	234733.0	471.0	96868.0	1015.0	60712755.0	1583444.0	38342208.0	North America	2022-04-26
Philippines	3684835	123.0	60195.0	1.0	3613060.0	1181.0	11580.0	289.0	32834.0	536.0	29468174.0	262580.0	112225532.0	Asia	2022-04-26
Switzerland	3602489	2308.0	13836.0	1.0	3419641.0	24263.0	169012.0	87.0	410803.0	1578.0	20767523.0	2368183.0	8769392.0	Europe	2022-04-26
Peru	3562300	623.0	212769.0	8.0				350.0	105379.0	6294.0	29702409.0	878650.0	33804616.0	South America	2022-04-26
Chile	3549327	1350.0	57387.0	11.0	3393221.0	7578.0	98719.0	266.0	182825.0	2956.0	36810584.0	1896109.0	19413751.0	South America	2022-04-26
Greece	3290895	4925.0	28976.0	43.0	3187323.0	9242.0	74596.0	267.0	318553.0	2805.0	79073823.0	7654221.0	10330747.0	Europe	2022-04-26
Denmark	2962238	1356.0	6116.0	11.0	2934893.0	2490.0	21229.0	13.0	508173.0	1049.0	127172757.0	21816544.0	5829189.0	Europe	2022-04-26
Romania	2889363	724.0	65430.0	2.0	2606660.0		217273.0	224.0	152032.0	3443.0	22615426.0	1189971.0	19005028.0	Europe	2022-04-26
Sweden	2498388		18656.0		2465572.0		14160.0	19.0	244617.0	1827.0	18493218.0	1810672.0	10213458.0	Europe	2022-04-26
